base_date,emd_nm,disQuantity,disCount
2019-03,효돈동,11991150.0,3297.0
2019-04,건입동,34075650.0,15117.0
2019-04,구좌읍,62036285.23101067,27001.924042686755
2019-04,남원읍,16786800.0,4902.0
2019-04,노형동,227360550.0,108949.0
2019-04,대륜동,23780150.0,10300.0
2019-04,대정읍,72523849.0,21123.0
2019-04,대천동,12760100.0,4243.0
2019-04,도두동,13413850.0,5113.0
2019-04,동홍동,37469550.0,13917.0
2019-04,봉개동,12008350.0,4895.0
2019-04,삼도1동,61311550.0,27711.0
2019-04,삼도2동,38030100.0,18399.0
2019-04,삼양동,59495500.0,27584.0
2019-04,서홍동,12081200.0,4570.0
2019-04,성산읍,55663526.0,8021.0
2019-04,송산동,11162250.0,3002.0
2019-04,아라동,102287850.0,49026.0
2019-04,안덕면,27343450.0,7218.0
2019-04,애월읍,6046000.0,3088.0
2019-04,연동,198301400.0,94204.0
2019-04,영천동,21903950.0,5208.0
2019-04,예래동,8299100.0,2329.0
2019-04,오라동,54465600.0,24462.0
2019-04,외도동,92796950.0,45067.0
2019-04,용담1동,32784200.0,13886.0
2019-04,용담2동,56168050.0,26547.0
2019-04,이도1동,42980700.0,18374.0
2019-04,이도2동,186437100.0,85098.0
2019-04,이호동,17394850.0,7555.0
2019-04,일도1동,25909450.0,8124.0
2019-04,일도2동,140406100.0,66030.0
2019-04,정방동,5507850.0,1634.0
2019-04,조천읍,62036285.23101067,27001.924042686755
2019-04,중문동,20653200.0,6725.0
2019-04,중앙동,19401000.0,3861.0
2019-04,천지동,6029350.0,1709.0
2019-04,표선면,20965700.0,4157.0
2019-04,한경면,62036285.23101067,27001.924042686755
2019-04,한림읍,62036285.23101067,27001.924042686755
2019-04,화북동,99405550.0,52698.0
2019-04,효돈동,12001650.0,3609.0
